Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-04 00:00:00-05:00,46.05988615006736,46.05988615006736,44.99328110355466,45.49309539794922,437543000,0.0,0.0
2023-12-05 00:00:00-05:00,45.453112539750435,46.58678998545578,45.25816811641427,46.55280303955078,371718000,0.004,0.0
2023-12-06 00:00:00-05:00,47.20161740676732,47.37356953938658,45.39912705049496,45.4901008605957,380590000,0.0,0.0
2023-12-07 00:00:00-05:00,45.687044488636715,46.61578196479854,45.591071034121136,46.58279037475586,350823000,0.0,0.0
2023-12-08 00:00:00-05:00,46.58179356796495,47.727468635368496,46.536804340424034,47.49253463745117,359224000,0.0,0.0
2023-12-11 00:00:00-05:00,47.47754215922328,47.517527924857966,45.817013589035405,46.61378479003906,509728000,0.0,0.0
2023-12-12 00:00:00-05:00,46.032946525477605,47.65248615714668,46.032946525477605,47.643489837646484,372387000,0.0,0.0
2023-12-13 00:00:00-05:00,47.61550180152845,48.58022843747808,47.59450784522985,48.074371337890625,447792000,0.0,0.0
2023-12-14 00:00:00-05:00,48.37628566080836,48.656205088433744,47.408561487006175,48.33629608154297,391232000,0.0,0.0
2023-12-15 00:00:00-05:00,48.180342503489584,49.38999868524406,48.10636216253151,48.87614440917969,479948000,0.0,0.0
2023-12-18 00:00:00-05:00,49.38599893467907,50.41870325962806,49.136069797992675,50.06280517578125,412587000,0.0,0.0
2023-12-19 00:00:00-05:00,49.40998983595613,49.685912576034035,48.881140459884094,49.58993911743164,464444000,0.0,0.0
2023-12-20 00:00:00-05:00,49.64091963761884,49.98482386963059,48.084361901480875,48.09735870361328,397894000,0.0,0.0
2023-12-21 00:00:00-05:00,48.79716606109675,49.08108596207473,48.40527506263609,48.97611618041992,300425000,0.0,0.0
2023-12-22 00:00:00-05:00,49.18105652303888,49.36900296425664,48.45326221692039,48.816162109375,252507000,0.0,0.0
2023-12-26 00:00:00-05:00,48.95411724457058,49.58593805712997,48.94612009204946,49.26502990722656,244200000,0.0,0.0
2023-12-27 00:00:00-05:00,49.49696355119108,49.66591435262688,49.07108183480036,49.40298843383789,233648000,0.0,0.0
2023-12-28 00:00:00-05:00,49.628932993777084,49.869862010873014,49.397995651127005,49.507965087890625,246587000,0.0,0.0
2023-12-29 00:00:00-05:00,49.798882986145436,49.982832763586586,48.737183676716924,49.507965087890625,389293000,0.0,0.0
2024-01-02 00:00:00-05:00,49.23004169676173,49.281025929370266,47.58151083051483,48.15434646606445,411254000,0.0,0.0
2024-01-03 00:00:00-05:00,47.4715394679009,48.17033881225813,47.30658532716137,47.55551528930664,320896000,0.0,0.0
2024-01-04 00:00:00-05:00,47.753460549538744,48.48625451702809,47.494535082082315,47.984397888183594,306535000,0.0,0.0
2024-01-05 00:00:00-05:00,48.44826200298403,49.53295347185659,48.29230418752573,49.08308029174805,415039000,0.0,0.0
2024-01-08 00:00:00-05:00,49.49796557499239,52.2601828190254,49.46497398392272,52.23818588256836,642510000,0.0,0.0
2024-01-09 00:00:00-05:00,52.38614999154251,54.30960449650358,51.67534914710015,53.12493896484375,773100000,0.0,0.0
2024-01-10 00:00:00-05:00,53.600801646197304,54.584520039911745,53.473834933855194,54.334590911865234,533796000,0.0,0.0
2024-01-11 00:00:00-05:00,54.983413122715525,55.33031490047268,53.544821777629075,54.806461334228516,596759000,0.0,0.0
2024-01-12 00:00:00-05:00,54.60451388829729,54.9544169497117,54.31459900309948,54.694488525390625,352994000,0.0,0.0
2024-01-16 00:00:00-05:00,55.0024083735072,56.81889092877514,54.88444178651728,56.36602020263672,449580000,0.0,0.0
2024-01-17 00:00:00-05:00,56.33102857407022,56.45499397545113,54.7244856339136,56.037113189697266,474394000,0.0,0.0
2024-01-18 00:00:00-05:00,57.24377302140108,57.58367683091034,56.09109985967154,57.090816497802734,491650000,0.0,0.0
2024-01-19 00:00:00-05:00,57.97256314934655,59.48313648762257,57.20877974353174,59.47414016723633,543501000,0.0,0.0
2024-01-22 00:00:00-05:00,60.03198109970271,60.31390267208267,59.053258469820804,59.63709259033203,452955000,0.0,0.0
2024-01-23 00:00:00-05:00,59.553117790794914,59.89302158867447,58.568396325749006,59.85603332519531,294654000,0.0,0.0
2024-01-24 00:00:00-05:00,60.286909507412325,62.83118637351858,59.92101211022401,61.344608306884766,560271000,0.0,0.0
2024-01-25 00:00:00-05:00,62.33232318139365,62.701221870372564,60.83274840897568,61.59953308105469,482777000,0.0,0.0
2024-01-26 00:00:00-05:00,60.942723367823895,61.765491995354566,60.555835817733005,61.013702392578125,390309000,0.0,0.0
2024-01-29 00:00:00-05:00,61.21464015508592,62.471283785257334,60.889735338260934,62.44729232788086,348733000,0.0,0.0
2024-01-30 00:00:00-05:00,62.882170242946835,63.475000640687924,62.242348470682806,62.756202697753906,410735000,0.0,0.0
2024-01-31 00:00:00-05:00,61.4225863021423,62.25135374014952,60.68279815652496,61.50956344604492,453795000,0.0,0.0
2024-02-01 00:00:00-05:00,62.08239699411671,63.17309118059886,61.63252759196923,63.00913619995117,369146000,0.0,0.0
2024-02-02 00:00:00-05:00,63.95586559465222,66.58112070584232,63.67194569783066,66.14125061035156,476578000,0.0,0.0
2024-02-05 00:00:00-05:00,68.20566645977358,69.47730920290685,67.1859588396486,69.3123550415039,680078000,0.0,0.0
2024-02-06 00:00:00-05:00,69.61026565572277,69.7342310660323,66.28121510060156,68.20366668701172,683111000,0.0,0.0
2024-02-07 00:00:00-05:00,68.29963033929545,70.20009234122578,67.58083242173012,70.0791244506836,495575000,0.0,0.0
2024-02-08 00:00:00-05:00,70.05412985913416,70.77392694243356,69.43530969256643,69.62125396728516,414422000,0.0,0.0
2024-02-09 00:00:00-05:00,70.5130113509279,72.16454367786442,70.19210316169159,72.11256408691406,436637000,0.0,0.0
2024-02-12 00:00:00-05:00,72.57942141236886,74.58985301987923,71.2298055691369,72.22752380371094,613710000,0.0,0.0
2024-02-13 00:00:00-05:00,70.38005204606957,73.42918318120587,69.60027429759032,72.10755920410156,602580000,0.0,0.0
2024-02-14 00:00:00-05:00,73.18126615558889,74.21496981774756,71.91762429392091,73.87906646728516,504917000,0.0,0.0
2024-02-15 00:00:00-05:00,73.8480605966985,73.95402572408746,72.37947530532118,72.63739776611328,420122000,0.0,0.0
2024-02-16 00:00:00-05:00,74.07899283769257,74.38090918024592,72.4804470935105,72.59241485595703,495327000,0.0,0.0
2024-02-20 00:00:00-05:00,71.92659973225437,71.93559986530343,67.71479679116719,69.43231201171875,704833000,0.0,0.0
2024-02-21 00:00:00-05:00,67.98672612499482,68.86847997939597,66.22922867549799,67.452880859375,690298000,0.0,0.0
2024-02-22 00:00:00-05:00,75.00374204443924,78.55273152131424,74.19896984840972,78.5157470703125,865100000,0.0,0.0
2024-02-23 00:00:00-05:00,80.7670950265876,82.37063653230604,77.54800675290157,78.7946548461914,829388000,0.0,0.0
2024-02-26 00:00:00-05:00,79.67740947783957,80.62314814859076,78.48274845329479,79.06958770751953,503973000,0.0,0.0
2024-02-27 00:00:00-05:00,79.35849560363468,79.45747419233632,77.1401304524677,78.6786880493164,391705000,0.0,0.0
2024-02-28 00:00:00-05:00,77.59800412996552,78.91062791882912,77.10314167422683,77.6409912109375,393110000,0.0,0.0
2024-02-29 00:00:00-05:00,79.07158408060953,79.96732622132019,78.32779165828474,79.0895767211914,507289000,0.0,0.0
2024-03-01 00:00:00-05:00,79.97732295310118,82.27667403889559,79.41248066903071,82.25567626953125,479135000,0.0,0.0
2024-03-04 00:00:00-05:00,84.1061487649486,87.67014062841129,83.69526978721244,85.21283721923828,615616000,0.0,0.0
2024-03-05 00:00:00-05:00,85.24982845264307,86.07663632751537,83.3972699001233,85.94366455078125,520639000,0.004,0.0
2024-03-06 00:00:00-05:00,88.00118270950952,89.70277597405403,87.00941296076404,88.67901611328125,582520000,0.0,0.0
2024-03-07 00:00:00-05:00,90.13667181489903,92.74505586042167,89.58080357117521,92.64707946777344,608119000,0.0,0.0
2024-03-08 00:00:00-05:00,95.11550233441162,97.37696845591753,86.48553983918421,87.5073013305664,1142269000,0.0,0.0
2024-03-11 00:00:00-04:00,86.40855169186541,88.77598763810909,84.14608663109752,85.75370788574219,678364000,0.0,0.0
2024-03-12 00:00:00-04:00,88.02818123787033,91.93825182530047,86.12962825022079,91.89126586914062,668075000,0.0,0.0
2024-03-13 00:00:00-04:00,91.03346116743805,91.48235245425685,88.41407818473327,90.86650085449219,635713000,0.0,0.0
2024-03-14 00:00:00-04:00,89.55581179224637,90.62455913756881,86.57951107256054,87.9231948852539,602318000,0.0,0.0
2024-03-15 00:00:00-04:00,86.90943998318495,89.5248185728374,86.23660263652593,87.81622314453125,642086000,0.0,0.0
2024-03-18 00:00:00-04:00,90.36661573398221,92.38313682655732,87.0643957820598,88.43407440185547,668976000,0.0,0.0
2024-03-19 00:00:00-04:00,86.67949392679418,90.52258665813423,84.98989876877435,89.37686157226562,672171000,0.0,0.0
2024-03-20 00:00:00-04:00,89.77575552459182,90.3886171092284,88.20213035729925,90.35062408447266,479063000,0.0,0.0
2024-03-21 00:00:00-04:00,92.27816909757175,92.6260863495621,90.38361309634699,91.41336822509766,480372000,0.0,0.0
2024-03-22 00:00:00-04:00,91.1194426685234,94.755583502478,90.81251607175788,94.2667007446289,586719000,0.0,0.0
2024-03-25 00:00:00-04:00,93.91877671343534,96.74310530536229,93.48787892632636,94.97952270507812,552136000,0.0,0.0
2024-03-26 00:00:00-04:00,95.82832327516131,96.35220139167362,92.48011649573958,92.53910064697266,513648000,0.0,0.0
2024-03-27 00:00:00-04:00,93.08997551030853,93.21794358660645,89.10192062444933,90.22865295410156,586067000,0.0,0.0
2024-03-28 00:00:00-04:00,89.97870666416057,91.2784021447898,89.17189838767457,90.33462524414062,435212000,0.0,0.0
2024-04-01 00:00:00-04:00,90.27764117725565,92.20318040940828,89.18289900570285,90.34162139892578,452441000,0.0,0.0
2024-04-02 00:00:00-04:00,88.42707164960063,90.07268593569079,87.59927224925994,89.43083953857422,433064000,0.0,0.0
2024-04-03 00:00:00-04:00,88.46307281870986,90.3526251834598,88.37909305261387,88.94295501708984,370067000,0.0,0.0
2024-04-04 00:00:00-04:00,90.38460860825877,90.61255911907426,85.85967846162676,85.88467407226562,434965000,0.0,0.0
2024-04-05 00:00:00-04:00,86.84544686844104,88.46007028939938,85.9056744370297,87.9871826171875,399678000,0.0,0.0
2024-04-08 00:00:00-04:00,88.67901159229113,88.80898571750684,86.71148250630124,87.11238861083984,283220000,0.0,0.0
2024-04-09 00:00:00-04:00,87.42131230729075,87.61426743619066,83.00235992295175,85.33380126953125,503547000,0.0,0.0
2024-04-10 00:00:00-04:00,83.90614724164408,87.37932438444192,83.68919571165225,87.0184097290039,431929000,0.0,0.0
2024-04-11 00:00:00-04:00,87.39932306358762,90.7175383536998,86.90544422861728,90.59456634521484,431637000,0.0,0.0
2024-04-12 00:00:00-04:00,89.67778086066095,90.15367382456054,87.50929517888258,88.1651382446289,426805000,0.0,0.0
2024-04-15 00:00:00-04:00,89.07691923599808,90.59156018104089,85.90867029394323,85.98065185546875,443077000,0.0,0.0
2024-04-16 00:00:00-04:00,86.41255526417733,88.09715428207583,86.04364687363933,87.39432525634766,370453000,0.0,0.0
2024-04-17 00:00:00-04:00,88.31909559905036,88.75399786729442,83.93013485819698,84.01512145996094,495400000,0.0,0.0
2024-04-18 00:00:00-04:00,84.94990333698551,86.16961599181461,82.38250995062032,84.65097045898438,447260000,0.0,0.0
2024-04-19 00:00:00-04:00,83.13033728096731,84.30405561291292,75.58812265213056,76.18197631835938,875198000,0.0,0.0
2024-04-22 00:00:00-04:00,78.08552423870307,80.05406032863513,76.38193249215077,79.49919128417969,596341000,0.0,0.0
2024-04-23 00:00:00-04:00,80.74989526148802,82.74942225992656,80.24501744031475,82.40350341796875,438559000,0.0,0.0
2024-04-24 00:00:00-04:00,83.9301336886006,84.06210623959943,79.1642633085821,79.65814971923828,512208000,0.0,0.0
2024-04-25 00:00:00-04:00,78.84934736070875,83.30329577735385,78.20450323133004,82.61246490478516,424641000,0.0,0.0
2024-04-26 00:00:00-04:00,83.79817532800543,88.31010835661911,83.36727751648604,87.71424865722656,551011000,0.0,0.0
2024-04-29 00:00:00-04:00,87.57427996111441,87.97118159325144,85.24582852385919,87.73624420166016,388971000,0.0,0.0
2024-04-30 00:00:00-04:00,87.21936048020653,88.79798933377148,86.27958803217874,86.38156127929688,363709000,0.0,0.0
2024-05-01 00:00:00-04:00,85.05687611412145,85.97965427425616,81.23577409191292,83.02135467529297,559863000,0.0,0.0
2024-05-02 00:00:00-04:00,84.42901930882867,86.21659833345969,83.18031423689433,85.79669952392578,377898000,0.0,0.0
2024-05-03 00:00:00-04:00,87.76823429941243,89.25987812120627,87.01941093195316,88.76799774169922,398341000,0.0,0.0
2024-05-06 00:00:00-04:00,89.36885276564674,92.19818511482366,89.0339329305278,92.11820220947266,376203000,0.0,0.0
2024-05-07 00:00:00-04:00,91.0764475332469,91.75928460609057,88.98994329110344,90.53257751464844,437342000,0.0,0.0
2024-05-08 00:00:00-04:00,89.46183625311598,91.17243008499568,89.39884761533344,90.39061737060547,325721000,0.0,0.0
2024-05-09 00:00:00-04:00,90.50758942585304,91.05046027533749,88.21013637581568,88.72601318359375,378013000,0.0,0.0
2024-05-10 00:00:00-04:00,90.2836361635132,91.37937754567422,89.20588826518858,89.85673522949219,335325000,0.0,0.0
2024-05-13 00:00:00-04:00,90.45660058201008,90.97648188381773,88.50806398354068,90.37762451171875,289680000,0.0,0.0
2024-05-14 00:00:00-04:00,89.5778081239568,91.62932476175912,88.91296448661012,91.33439636230469,296507000,0.0,0.0
2024-05-15 00:00:00-04:00,92.45011849545092,94.83955234013227,91.57732397485312,94.60760498046875,417735000,0.0,0.0
2024-05-16 00:00:00-04:00,94.88754969662851,95.7963312267465,94.08073378370163,94.33667755126953,323952000,0.0,0.0
2024-05-17 00:00:00-04:00,94.3466827903293,94.71758960919352,91.7842854613637,92.45712280273438,359691000,0.0,0.0
2024-05-20 00:00:00-04:00,93.72782088374116,95.17747479570718,93.41789666351426,94.75757598876953,318764000,0.0,0.0
2024-05-21 00:00:00-04:00,93.5768615548364,95.3774380950692,93.1579619356149,95.36344146728516,328946000,0.0,0.0
2024-05-22 00:00:00-04:00,95.4364259592329,95.99729030669772,93.22694948447011,94.92754364013672,548648000,0.0,0.0
2024-05-23 00:00:00-04:00,102.00386737865297,106.29485201655153,101.495984300881,103.77445220947266,835065000,0.0,0.0
2024-05-24 00:00:00-04:00,104.42429068662888,106.4498124242875,102.97563594111259,106.44381713867188,429494000,0.0,0.0
2024-05-28 00:00:00-04:00,110.21792145728537,114.91181039578119,109.85700680266734,113.87405395507812,652728000,0.0,0.0
2024-05-29 00:00:00-04:00,113.02326226335153,115.46467834881875,110.87476851197954,114.79783630371094,557442000,0.0,0.0
2024-05-30 00:00:00-04:00,114.62288155498054,115.79160375156064,109.63706169681458,110.47386169433594,487350000,0.0,0.0
2024-05-31 00:00:00-04:00,112.49338144896966,112.69034107520358,106.9147071249594,109.60707092285156,613263000,0.0,0.0
2024-06-03 00:00:00-04:00,113.59412201632057,114.97279357910156,111.97650095452859,114.97279357910156,438392000,0.0,0.0
2024-06-04 00:00:00-04:00,115.68863943022069,116.57242544329195,114.01802933282548,116.40946197509766,403324000,0.0,0.0
2024-06-05 00:00:00-04:00,118.34299609528654,122.42002655832941,117.44020986348806,122.4110336303711,528402000,0.0,0.0
2024-06-06 00:00:00-04:00,124.01864947031358,125.55728684097399,118.29200776327205,120.96937561035156,664696000,0.0,0.0
2024-06-07 00:00:00-04:00,119.74166612613098,121.66321619288969,117.99408612904743,120.85940551757812,412386000,0.0,0.0
2024-06-10 00:00:00-04:00,120.34153004371032,123.07088000938666,116.98232421857804,121.76119232177734,314162700,0.0,10.0
2024-06-11 00:00:00-04:00,121.75118704363501,122.85102323112248,118.72165630297563,120.89132690429688,222551200,0.01,0.0
2024-06-12 00:00:00-04:00,123.04098762406083,126.86039721693841,122.55106545367255,125.18065643310547,299595000,0.0,0.0
2024-06-13 00:00:00-04:00,129.370013839737,129.77995417277387,127.14036255683142,129.58998107910156,260704500,0.0,0.0
2024-06-14 00:00:00-04:00,129.93994783436344,132.819492941906,128.30020157297326,131.85964965820312,309320400,0.0,0.0
2024-06-17 00:00:00-04:00,132.96947733525943,133.70935334573974,129.5600000367168,130.95977783203125,288504400,0.0,0.0
2024-06-18 00:00:00-04:00,131.11974991676064,136.30895096412834,130.66982245304678,135.55906677246094,294335100,0.0,0.0
2024-06-20 00:00:00-04:00,139.77840702253854,140.7382501800268,129.4999962772128,130.75979614257812,517768400,0.0,0.0
2024-06-21 00:00:00-04:00,127.10037129950182,130.60983137767926,124.28080710399776,126.55045318603516,655484700,0.0,0.0
2024-06-24 00:00:00-04:00,123.2209636623721,124.44077645602765,118.02176984453314,118.09175872802734,476060900,0.0,0.0
2024-06-25 00:00:00-04:00,121.18127449022964,126.48045882014668,119.3015676507599,126.07051849365234,425787500,0.0,0.0
2024-06-26 00:00:00-04:00,126.11052295050564,128.10021356126606,122.5810691982999,126.38048553466797,362975900,0.0,0.0
2024-06-27 00:00:00-04:00,124.08083170467471,126.3904801212093,122.90101364602651,123.9708480834961,252571700,0.0,0.0
2024-06-28 00:00:00-04:00,124.5607600841383,127.69027390029416,122.73104090223734,123.52091979980469,315516700,0.0,0.0
2024-07-01 00:00:00-04:00,123.4509338406254,124.8207173904901,118.81165100261742,124.28080749511719,284885500,0.0,0.0
2024-07-02 00:00:00-04:00,121.11129128736569,123.39094559729175,121.01130825589385,122.65105438232422,218374000,0.0,0.0
2024-07-03 00:00:00-04:00,121.64121985413111,128.26019287109375,121.34126312161995,128.26019287109375,215749000,0.0,0.0
2024-07-05 00:00:00-04:00,127.36032581802077,128.83010765300813,125.66059140220804,125.8105697631836,214176700,0.0,0.0
2024-07-08 00:00:00-04:00,127.47030164493479,130.7498013179992,127.02037421774143,128.18019104003906,237677300,0.0,0.0
2024-07-09 00:00:00-04:00,130.32988615651007,133.79935177124923,128.63013635188705,131.35972595214844,285366600,0.0,0.0
2024-07-10 00:00:00-04:00,134.0093063928642,135.0791485226844,132.39955434443974,134.88917541503906,248978600,0.0,0.0
2024-07-11 00:00:00-04:00,135.7290423109807,136.12897445462758,127.030388506978,127.38033294677734,374782700,0.0,0.0
2024-07-12 00:00:00-04:00,128.240187353551,131.89962580236968,127.20035467327595,129.2200469970703,252680500,0.0,0.0
2024-07-15 00:00:00-04:00,130.53983371826098,131.36970736285187,127.16035847561366,128.420166015625,208326200,0.0,0.0
2024-07-16 00:00:00-04:00,128.42016519902992,129.02006337664668,124.56076075627588,126.34048461914062,214769500,0.0,0.0
2024-07-17 00:00:00-04:00,121.33125281111384,121.8311755731112,116.70197078117613,117.97177124023438,390086200,0.0,0.0
2024-07-18 00:00:00-04:00,121.83117378548668,122.38109186690123,116.5419901257768,121.0712890625,320979500,0.0,0.0
2024-07-19 00:00:00-04:00,120.33141340065606,121.5812203691469,117.35187785957503,117.91178894042969,217223800,0.0,0.0
2024-07-22 00:00:00-04:00,120.33141006363795,124.0508367192346,119.84148788147658,123.52091979980469,258068900,0.0,0.0
2024-07-23 00:00:00-04:00,122.76104091410774,124.67074966179867,122.08114560448695,122.5710678100586,173911000,0.0,0.0
2024-07-24 00:00:00-04:00,119.15159144790852,119.9314697504062,113.42248076219641,114.23235321044922,327776900,0.0,0.0
2024-07-25 00:00:00-04:00,113.02254191964477,116.61198378362549,106.28358504662185,112.26265716552734,460067000,0.0,0.0
2024-07-26 00:00:00-04:00,116.1720552846758,116.1820482477216,111.56276675283137,113.04253387451172,293399100,0.0,0.0
2024-07-29 00:00:00-04:00,113.67244329834918,116.2620396176345,111.28281303826613,111.57276153564453,248152100,0.0,0.0
2024-07-30 00:00:00-04:00,111.50277170281329,111.97270032897562,102.52416299011045,103.71398162841797,486833300,0.0,0.0
2024-07-31 00:00:00-04:00,112.88256383394263,118.32171842494118,110.8628715562712,117.00192260742188,473174200,0.0,0.0
2024-08-01 00:00:00-04:00,117.51185329033258,120.14145212596502,106.79350713357796,109.1931381225586,523462300,0.0,0.0
2024-08-02 00:00:00-04:00,103.74397331446949,108.70320617940068,101.35434313138848,107.25342559814453,482027500,0.0,0.0
2024-08-05 00:00:00-04:00,92.04578250558623,103.39403604617902,90.6759989303684,100.43448638916016,552842400,0.0,0.0
2024-08-06 00:00:00-04:00,103.82396162716266,107.69336677766663,100.5344763735077,104.23390197753906,409012100,0.0,0.0
2024-08-07 00:00:00-04:00,107.79334914083398,108.78320175369558,98.67476236695524,98.89472961425781,411440400,0.0,0.0
2024-08-08 00:00:00-04:00,101.98424624897191,105.4837056790837,97.50493482201372,104.95378875732422,391910000,0.0,0.0
2024-08-09 00:00:00-04:00,105.62368764955026,106.58353850176572,103.41402980827044,104.73382568359375,290844200,0.0,0.0
2024-08-12 00:00:00-04:00,106.30357863401878,111.05284499933998,106.24359034201233,109.00315856933594,325559900,0.0,0.0
2024-08-13 00:00:00-04:00,112.42263716382676,116.21205275014302,111.56276937230295,116.12206268310547,312646700,0.0,0.0
2024-08-14 00:00:00-04:00,118.51169503654636,118.5816839218167,114.05238467793846,118.061767578125,339246400,0.0,0.0
2024-08-15 00:00:00-04:00,118.7416684041034,123.22097252638714,117.45186663417056,122.84103393554688,318086700,0.0,0.0
2024-08-16 00:00:00-04:00,121.92116885528117,124.98069379843776,121.16128410108614,124.56076049804688,302589900,0.0,0.0
2024-08-19 00:00:00-04:00,124.26080175800107,129.97991943359375,123.40093398841385,129.97991943359375,318333600,0.0,0.0
2024-08-20 00:00:00-04:00,128.38016296361073,129.859945367385,125.87055611670426,127.2303466796875,300087400,0.0,0.0
2024-08-21 00:00:00-04:00,127.3003454245953,129.3300384630808,126.6404512748557,128.48016357421875,257883600,0.0,0.0
2024-08-22 00:00:00-04:00,129.99993070924458,130.72981373400788,123.0809932786119,123.72089385986328,376189100,0.0,0.0
2024-08-23 00:00:00-04:00,125.840568772239,129.57999683666532,125.200668193686,129.3500213623047,323230300,0.0,0.0
2024-08-26 00:00:00-04:00,129.54999574566529,131.23972191640203,124.35079428830487,126.44046783447266,331964700,0.0,0.0
2024-08-27 00:00:00-04:00,125.03069885205142,129.18005210632066,123.86087366966548,128.2801971435547,303134600,0.0,0.0
2024-08-28 00:00:00-04:00,128.1002136583965,128.3101879476671,122.62106403071532,125.59060668945312,448101100,0.0,0.0
2024-08-29 00:00:00-04:00,121.34126049654891,124.41078612954578,116.69197701250701,117.57183837890625,453023300,0.0,0.0
2024-08-30 00:00:00-04:00,119.51154145619034,121.73119987357843,117.20190059777018,119.35157012939453,333751600,0.0,0.0
2024-09-03 00:00:00-04:00,115.99208733843557,116.19205340222969,107.27343270040431,107.98332214355469,477155100,0.0,0.0
2024-09-04 00:00:00-04:00,105.39372401610916,113.25250309042688,104.10392232985338,106.19359588623047,372470300,0.0,0.0
2024-09-05 00:00:00-04:00,104.97378489888229,109.63306894505409,104.74382468818037,107.19344329833984,306850700,0.0,0.0
2024-09-06 00:00:00-04:00,108.02331171493725,108.13329533322813,100.93440295773532,102.81411743164062,413638100,0.0,0.0
2024-09-09 00:00:00-04:00,104.86380144031376,106.53354935247415,103.67399039006858,106.45355987548828,273912000,0.0,0.0
2024-09-10 00:00:00-04:00,107.7933492261417,109.38310766040351,104.93379026537787,108.08330535888672,268283700,0.0,0.0
2024-09-11 00:00:00-04:00,109.3731022078221,117.17190041388517,107.40340528796008,116.8919448852539,441422400,0.0,0.0
2024-09-12 00:00:00-04:00,116.83194558890106,120.78167799522352,115.37204710427882,119.13179016113281,367100500,0.01,0.0
2024-09-13 00:00:00-04:00,119.07179398085154,119.95173057852946,117.59189263639415,119.09178924560547,238358300,0.0,0.0
2024-09-16 00:00:00-04:00,116.78195121490393,118.17185479944177,114.35211839645491,116.7719497680664,248772300,0.0,0.0
2024-09-17 00:00:00-04:00,118.16185529801122,118.79181676837955,114.82208911294721,115.58203125,231925900,0.0,0.0
2024-09-18 00:00:00-04:00,115.88201323283185,117.69188606173006,113.21219905753732,113.36219024658203,310318900,0.0,0.0
2024-09-19 00:00:00-04:00,117.34190901515986,119.65175496418426,117.24191743437973,117.86187744140625,293506400,0.0,0.0
2024-09-20 00:00:00-04:00,117.05192889000193,118.61182655052458,115.3820458300781,115.99200439453125,382462400,0.0,0.0
2024-09-23 00:00:00-04:00,116.54197220506472,116.98193669935195,114.85208621282331,116.25199127197266,206228500,0.0,0.0
2024-09-24 00:00:00-04:00,116.51196518042532,121.79160765008963,115.37204436838394,120.8616714477539,354966800,0.0,0.0
2024-09-25 00:00:00-04:00,122.01159249257597,124.93139717496075,121.6016246984159,123.50149536132812,284692900,0.0,0.0
2024-09-26 00:00:00-04:00,126.79126799764761,127.66120318223068,121.7916124398361,124.03145599365234,302582900,0.0,0.0
2024-09-27 00:00:00-04:00,123.96146238728417,124.02145581335269,119.25178771917992,121.39163970947266,271009200,0.0,0.0
2024-09-30 00:00:00-04:00,118.30184382759613,121.49162641926588,118.14185882154547,121.43163299560547,226553700,0.0,0.0
2024-10-01 00:00:00-04:00,121.76160359919284,122.43156321712523,115.7820200451603,116.99193572998047,302094500,0.0,0.0
2024-10-02 00:00:00-04:00,116.43198210063649,119.37177440698211,115.13206859256863,118.84181213378906,221845900,0.0,0.0
2024-10-03 00:00:00-04:00,120.91167009454495,124.3514356140466,120.33170820972309,122.84153747558594,277118000,0.0,0.0
2024-10-04 00:00:00-04:00,124.9313951062457,125.03138669129712,121.8216087492724,124.91139221191406,243678100,0.0,0.0
2024-10-07 00:00:00-04:00,124.98138920036052,130.63100158341018,124.94139103988898,127.7112045288086,346250200,0.0,0.0
2024-10-08 00:00:00-04:00,130.25102042396173,133.47079980711666,129.4110819564616,132.88084411621094,285722500,0.0,0.0
2024-10-09 00:00:00-04:00,134.100759996507,134.51073540803478,131.37095237452456,132.64085388183594,246191600,0.0,0.0
2024-10-10 00:00:00-04:00,131.9009109593636,134.99069430038207,130.9909700248152,134.8007049560547,242311300,0.0,0.0
2024-10-11 00:00:00-04:00,134.00075636449898,135.77063861955767,133.65078964681797,134.79071044921875,170209500,0.0,0.0
2024-10-14 00:00:00-04:00,136.46060515676092,139.59039453634375,136.29061869231955,138.0605010986328,232347700,0.0,0.0
2024-10-15 00:00:00-04:00,137.86049956193577,138.5604635568482,128.73113875001064,131.5909423828125,377831000,0.0,0.0
2024-10-16 00:00:00-04:00,133.97076200865325,136.61057945313823,131.57093351648052,135.7106475830078,264879700,0.0,0.0
2024-10-17 00:00:00-04:00,139.3304004369883,140.88029674498213,136.86056931738727,136.92056274414062,306435900,0.0,0.0
2024-10-18 00:00:00-04:00,138.66044579007144,138.89042567419548,137.27054215149374,137.99049377441406,176090200,0.0,0.0
2024-10-21 00:00:00-04:00,138.12048644265874,143.70010375976562,137.99049051839003,143.70010375976562,264554500,0.0,0.0
2024-10-22 00:00:00-04:00,142.90016279151004,144.4100533191971,141.7702357215276,143.58010864257812,226311600,0.0,0.0
2024-10-23 00:00:00-04:00,142.0202156059464,142.42018195043707,137.45053832630117,139.55038452148438,285930000,0.0,0.0
2024-10-24 00:00:00-04:00,140.81030500321762,141.34026726626666,138.45046699393333,140.40032958984375,172354900,0.0,0.0
2024-10-25 00:00:00-04:00,140.9202843311163,144.12007609663013,140.7903036617806,141.53024291992188,205122100,0.0,0.0
2024-10-28 00:00:00-04:00,142.9901396648257,143.13012940104122,140.0403461288819,140.51031494140625,173586700,0.0,0.0
2024-10-29 00:00:00-04:00,140.28032434344357,142.25018978946702,138.89042075410222,141.24026489257812,157593600,0.0,0.0
2024-10-30 00:00:00-04:00,139.5303817319662,140.32033586087627,136.80057404730425,139.3303985595703,179418100,0.0,0.0
